"ID","TIME","ANGLE","CAMERA","IS_REVIEWED","IS_REVIEWED_POSITIVE_SIGHTING","POSITIVE_PROCESED","IS_FLAGGED","IS_TRUCK","LICENCE_PLATE","FLASH_CONFIDENCE","NON_FLASH_CONFIDENCE","VEHICLE_TYPE_REVIEW","SIGHTING_CLASS","PROCESSED_BY","PROCESSED_ON","REVIEWED_BY","REVIEWED_ON"
"001905d7-2cdf-4426-87d7-a9bd7b6da202","Thursday, October 18, 2018 5:18 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 4:04 PM",,""
"00198dcf-2db3-4580-a38b-cfef6ce2b019","Wednesday, October 17, 2018 11:49 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 7:59 AM",,""
"001a8847-100a-4019-af27-df65138d2946","Tuesday, October 16, 2018 11:23 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 3:02 PM",,""
"001ae36c-f95a-464f-bd76-3e0de8df54d8","Wednesday, October 17, 2018 11:37 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 4:57 PM",,""
"001b1671-f960-4470-a507-92a374d39c32","Tuesday, October 16, 2018 7:36 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 2:53 PM",,""
"001d6313-3eb9-4d14-af6e-958e8a55d0f7","Thursday, October 18, 2018 8:01 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:23 PM",,""
"001e05c1-d338-4c4f-848d-8a522c929df5","Thursday, October 18, 2018 5:40 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 4:07 PM",,""
"001eb0bc-59e7-475a-b00d-6c28bd222065","Tuesday, October 16, 2018 3:08 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 8:52 PM",,""
"00212d63-c98e-46b3-8e7f-8b13af5eb6ce","Thursday, October 18, 2018 6:16 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:00 PM",,""
"0021871d-8be1-4ce9-a9ab-af95c9374472","Thursday, October 18, 2018 4:47 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 2:44 PM",,""
"0023c4b2-0d19-481a-a12f-5035203e093f","Tuesday, October 16, 2018 11:30 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 10:05 PM",,""
"002449f2-bb0f-45e6-9156-5e109c78714b","Wednesday, October 17, 2018 6:52 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 12:56 PM",,""
"0025767b-f6f5-4d68-a94f-8b6d28e952c3","Tuesday, October 16, 2018 2:28 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Thursday, October 18, 2018 1:18 AM",,""
"002596d8-9bdf-4de0-a30a-d8e287313073","Tuesday, October 16, 2018 4:40 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:35 PM",,""
"00261d74-0370-413b-a7d9-d83fa12c738a","Thursday, October 18, 2018 12:04 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 1:48 PM",,""
"00270356-ebfe-45ae-b864-c75ffce65f46","Wednesday, October 17, 2018 6:20 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 9:19 AM",,""
"0027b084-1925-413d-994f-ed170b7a80da","Wednesday, October 17, 2018 4:44 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 5:57 PM",,""
"00290040-b847-4980-b638-8853650555c2","Wednesday, October 17, 2018 10:13 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 4:33 PM",,""
"002909e3-8223-4900-84e3-48a0c6be8841","Tuesday, October 16, 2018 5:14 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 1:23 PM",,""
"00296dba-26b9-4359-b29f-f0a3798fca58","Tuesday, October 16, 2018 4:52 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:44 PM",,""
"0029f462-18c5-4946-a8fc-185d3a7e6e40","Tuesday, October 16, 2018 4:29 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:28 PM",,""
"002aa96e-3438-4263-88f5-920ceb219416","Tuesday, October 16, 2018 5:34 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:49 PM",,""
"002b1512-382d-48dc-bdf3-e1e623387398","Thursday, October 18, 2018 8:41 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 7:46 PM",,""
"002b9566-df02-4ed0-8ba3-423d750fadd7","Tuesday, October 16, 2018 5:30 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:47 PM",,""
"002ba8c1-f009-42b8-8394-7ecada1a143f","Thursday, October 18, 2018 11:01 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 8:32 PM",,""
"002da923-60a7-49e4-a29d-32cb4236d338","Tuesday, October 16, 2018 4:13 PM","CLOSE","CLOSE-4K",false,,false,false,true,,,,,,"cam@onetask.com.au","Thursday, October 18, 2018 9:33 PM",,""
"002edb7f-3291-4f00-b7a7-3452e784ccc7","Friday, October 19, 2018 11:33 AM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:33 PM",,""
"0030e22b-ff21-4c8e-a0eb-444372b72bd2","Tuesday, October 16, 2018 3:33 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:05 PM",,""
"0032fb99-1991-4d41-bc9d-6062bf9388a4","Wednesday, October 17, 2018 6:39 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:23 PM",,""
"00341b3e-4794-4ae2-a702-77a636cea649","Friday, October 19, 2018 6:01 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 11:52 AM",,""
"00356585-cbb2-4732-9543-28b07355af89","Thursday, October 18, 2018 7:35 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:08 PM",,""
"00364095-faa0-4740-ab71-13bf187d33c1","Wednesday, October 17, 2018 1:14 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 8:12 AM",,""
"0037d35c-c160-4c20-904a-be10d7b96090","Thursday, October 18, 2018 5:51 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 4:45 PM",,""
"0039b82d-3bfd-4e13-8b1f-b15f8b819c24","Thursday, October 18, 2018 6:42 AM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 12:23 PM",,""
"003a41ae-269c-4b58-83f7-a48645e3075a","Tuesday, October 16, 2018 7:36 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 2:53 PM",,""
"003aeaa1-05c1-42f5-873c-c9de74375152","Tuesday, October 16, 2018 5:08 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 1:22 PM",,""
"003b55c0-8232-4e3f-be78-3dcece9b78f6","Friday, October 19, 2018 12:49 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:39 PM",,""
"003d2f22-78d3-476f-bc95-b019bacb21b3","Tuesday, October 16, 2018 5:05 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:00 PM",,""
"003dd144-7687-42cf-865a-af7c20e933bc","Tuesday, October 16, 2018 4:58 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:50 PM",,""
"003e7ab3-d565-42d2-8dc7-cd7ec37d08d8","Tuesday, October 16, 2018 6:12 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 2:19 PM",,""
"003f8946-ddc5-45c2-88f4-006424212f2c","Friday, October 19, 2018 8:21 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 12:17 PM",,""
"003fdb84-af0d-468a-934f-3166d74514bf","Thursday, October 18, 2018 12:01 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 8:53 PM",,""
"003fe485-49c0-418c-917a-d3506ce0656a","Thursday, October 18, 2018 8:55 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:13 PM",,""
"0040a77a-0a8b-449b-ad0f-b96d4fb58eee","Tuesday, October 16, 2018 7:28 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 2:06 PM",,""
"0046791c-ba32-4cb4-ae0c-fd77019c3459","Thursday, October 18, 2018 7:44 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:21 PM",,""
"0046fb76-248d-404d-bbc1-a40fec1ec3a4","Thursday, October 18, 2018 6:24 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 4:54 PM",,""
"004bad82-67a4-4163-b1b0-1d5d8ef219b9","Friday, October 19, 2018 9:35 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 11:17 AM",,""
"004bf5f0-6fde-4cec-af41-7fc27c9efc57","Friday, October 19, 2018 7:39 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 12:08 PM",,""
"004e1b65-0016-4203-b9ce-b3d312258827","Thursday, October 18, 2018 1:11 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 9:10 PM",,""
"004f5b84-8cb4-4007-8219-22a231d218dc","Thursday, October 18, 2018 8:22 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 12:45 PM",,""
"00524d54-7c8e-4c29-bd0e-0cade88566dc","Thursday, October 18, 2018 10:21 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 8:18 PM",,""
"0052b42a-8c23-439f-8353-312721363766","Tuesday, October 16, 2018 5:21 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:06 PM",,""
"00532ae9-7487-4bd7-b542-3d947e04cd7a","Friday, October 19, 2018 12:31 AM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:33 PM",,""
"00536c91-054c-4193-8eca-0d99076f3003","Thursday, October 18, 2018 5:51 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 2:54 PM",,""
"0054b4eb-c9be-4cbe-bcac-72d957738439","Thursday, October 18, 2018 8:57 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:13 PM",,""
"005515e1-1b99-4026-b097-7648922df3c9","Tuesday, October 16, 2018 12:40 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Thursday, October 18, 2018 2:57 PM",,""
"005536a0-7dc1-45f9-9e3d-3215e80980bb","Thursday, October 18, 2018 11:15 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:31 PM",,""
"00560f27-70c7-4646-aa80-6bf0ae99cf09","Thursday, October 18, 2018 3:54 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 2:40 PM",,""
"005a3362-143e-4cf7-b822-0492380ab201","Thursday, October 18, 2018 9:37 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:16 PM",,""
"005a6b7a-86fd-4ba3-af9c-27394cd088d1","Wednesday, October 17, 2018 3:37 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 5:37 PM",,""
"005b00c6-ee33-4a31-8462-dcb9e8dcd17b","Tuesday, October 16, 2018 1:45 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 4:16 PM",,""
"005cc59a-119c-4ec6-8436-35c6b10276ca","Wednesday, October 17, 2018 1:01 PM","CLOSE","CLOSE-4K",,,false,false,true,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 2:06 PM",,""
"005d0e08-00fc-4903-8f0f-2f2b15770ab1","Thursday, October 18, 2018 6:54 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:00 PM",,""
"005df6cc-5bec-4ad2-9adf-355472e388c4","Thursday, October 18, 2018 6:47 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:58 PM",,""
"005f73cb-db63-4fe6-819a-87fec2af467a","Thursday, October 18, 2018 7:04 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 5:24 PM",,""
"005ffff8-0e68-4bf7-bfd2-2a8164aae9dd","Tuesday, October 16, 2018 2:36 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Thursday, October 18, 2018 1:11 AM",,""
"006080c7-1d0c-45d1-9eac-fb13f39b42eb","Tuesday, October 16, 2018 2:18 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 4:23 PM",,""
"006116d5-87ed-4ea1-99f1-d8b2b0b88a89","Thursday, October 18, 2018 6:41 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:57 PM",,""
"00633518-76b2-4a03-97b3-8a8dd539a3f2","Wednesday, October 17, 2018 5:22 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:05 PM",,""
"0066f730-a5f7-47a0-9bfe-67d304c354d2","Tuesday, October 16, 2018 11:51 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 3:13 PM",,""
"00675d23-16c9-4a8a-a9ee-df529f2b4e3f","Tuesday, October 16, 2018 11:46 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 3:12 PM",,""
"0067bfeb-cfc7-4d56-b4ac-e7777f073f4f","Tuesday, October 16, 2018 3:06 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 8:51 PM",,""
"0068613f-01b5-4e44-bd19-1d8300f8974f","Tuesday, October 16, 2018 1:41 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 4:15 PM",,""
"0069af64-ede1-40d7-a6ea-bfa42d04ef86","Tuesday, October 16, 2018 5:15 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 11:01 PM",,""
"006a1afe-6412-49e0-943d-49dff807c4d5","Friday, October 19, 2018 11:47 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:36 PM",,""
"006b003d-ca5d-49c1-a5e8-e1bdcb74b02b","Wednesday, October 17, 2018 2:58 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 5:27 PM",,""
"006b1c44-c8c1-4d06-ae4d-4d0451ca9782","Tuesday, October 16, 2018 9:23 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 2:20 PM",,""
"006b7451-6305-4b5a-95ab-d68f65698b41","Thursday, October 18, 2018 8:26 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 7:43 PM",,""
"006d8f76-e163-45ed-8f51-c5734fdd80ea","Tuesday, October 16, 2018 3:33 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 11:38 PM",,""
"006e32d6-b363-48dc-a0c8-a300b61b7d1b","Friday, October 19, 2018 8:22 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 12:18 PM",,""
"006e8672-9145-4f2c-b05a-fec6c2f2ed8f","Thursday, October 18, 2018 11:01 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 1:28 PM",,""
"006fac4d-0f3d-4515-b9ad-1ca599403e06","Thursday, October 18, 2018 7:02 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:02 PM",,""
"0072252e-0852-46c4-83c2-5c7a47302896","Thursday, October 18, 2018 7:54 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 7:27 PM",,""
"0073f1d8-b6df-47e9-99c0-4bab45092c15","Wednesday, October 17, 2018 6:32 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:22 PM",,""
"0073fc15-dbe0-4477-b705-156d08ecb07b","Thursday, October 18, 2018 9:12 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 7:54 PM",,""
"00753a70-8ee0-44d5-b9ca-0c4e1261aa6a","Tuesday, October 16, 2018 7:20 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 2:02 PM",,""
"00759e5c-88cb-4b16-8eba-b4f116f198ae","Tuesday, October 16, 2018 3:15 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 11:53 PM",,""
"0076498e-fdac-4a66-822a-162dae288014","Thursday, October 18, 2018 5:33 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:44 PM",,""
"007720b9-44dc-48b7-af73-82ea565e5809","Tuesday, October 16, 2018 5:21 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:45 PM",,""
"00784312-64b0-4e79-be46-187aa8d39dbe","Wednesday, October 17, 2018 6:09 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 9:15 AM",,""
"00785a21-95c8-47d3-8b3d-21664fd2e929","Thursday, October 18, 2018 1:18 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 2:09 PM",,""
"007a1038-46b9-4ba9-b013-7b4a498388e3","Tuesday, October 16, 2018 3:20 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 8:57 PM",,""
"007beef7-9b5d-4a47-b46b-9c0330dc54f9","Saturday, October 20, 2018 12:11 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 11:36 AM",,""
"007d2452-a17f-4e64-915d-01021d4d6e58","Thursday, October 18, 2018 6:28 AM","CLOSE","CLOSE-4K",,,false,false,true,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 4:16 PM",,""
"007d55cc-bbe5-405b-9cc4-c994d8172f7b","Thursday, October 18, 2018 6:48 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:58 PM",,""
"007d93b3-c953-4287-836b-56ecf7747269","Thursday, October 18, 2018 11:24 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 8:40 PM",,""
"007e503b-8f17-4856-a605-14bb97ead46e","Tuesday, October 16, 2018 4:29 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:28 PM",,""
"007eab2f-892c-4787-ab61-0b63bd61ad5f","Thursday, October 18, 2018 1:23 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 9:12 PM",,""
"007ebbe1-4228-4f51-aa57-afe18253a8bf","Wednesday, October 17, 2018 6:12 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 9:16 AM",,""
